RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT
139247,부들부들 보들보들 북어갈비♥,북어갈비,skfo0701,꽃날,7173,3,97,굽기,술안주,건어물류,메인반찬,오늘은 집에서 굴러다니고 쉽게 구할 수 있는 북어로 일품요리를 만들어 보았어요! 도시락 반찬으로는 물론 초대요리에도 너무너무 좋은 요리랍니다~ 겉에 찹쌀가루를 묻혀서 맛도 고소해요~,[재료] 북어포 1마리| 찹쌀가루 1C [양념] 간장 2T| 설탕 1T| 물 1T| 다진파 1T| 다진마늘 1T| 참기름 1T| 깨소금 1T| 후춧가루 약간,2인분,초급,60분이내,20070501000844 
221094,바삭바삭 양파링 튀김 만들기,양파링튀김,skfo0701,박꽃나래,18235,14,244,튀김,간식,채소류,디저트,완전 바삭바삭 맛있어요~ 특히 양파를 싫어하는 아이들에게도 거부감없이! 왜냐면 바삭바삭하고 매운맛도 전혀 없답니다!,[재료] 양파1개| 빵가루| 달걀 노른자1개| 밀가루1C| 물 약간| 파슬리 ,2인분,초급,30분이내,20071012223140 
6816670,베이컨김치말이밥,베이컨김치말이밥,moab21,여누리,9402,22,201,굽기,일상,가공식품류,밥/죽/떡,아삭한 김치와 베이컨 속에 밥을 넣고 돌돌 한입에 쏙 먹기도 편하고  맛도 좋은  베이컨 김치말이 주먹밥.,[재료] 밥 1공기| 베이컨| 포기김치 [양념] 소금 약간| 참기름 1T| 깨소금 약간,1인분,초급,30분이내,20150605155137 
333866,영양가득 호두 가래떡구이,호두가래떡구이,skfo0701,박꽃나래,8703,4,88,굽기,영양식,콩/견과류,디저트,손님대접에도 좋고 아이들에게도 좋은 호두 가래떡구이입니다.,[재료] 가래떡 1개| 호두 15알 정도 [양념] 깨 3T| 꿀 5T,1인분,아무나,15분이내,20071101215302 
345834,고소한 고구마보트,고구마보트,okwn7,센,4116,0,12,굽기,간식,채소류,디저트,달콤하고 부드러운 고구마가 커스타드크림을 만나 한층 더 고급스러운 맛을 자랑하는 고구마보트입니다.,[재료] 고구마 5개| 생크림 3큰술| 버터 2큰술| 커스타드크림 100g| 설탕 1큰술| 소금 약간 | 소금 약간| 설탕 1큰술,3인분,초급,30분이내,20071119133949 
346665,맛있는 김치와 굴을 넣은 뚝배기 라면,뚝배기라면,skfo0701,박꽃나래,37365,14,148,끓이기,야식,가공식품류,면/만두,누구나 쉽게 끓일 수 있는 라면에 제철을 맞은 싱싱한 굴과 김치를 넣어서 맛있는 라면을 끓여보아요.,[재료] 좋아하는 종류의 라면 1봉지| 김치 1/4포기| 굴 5~6개| 파 1개| 청or홍고추 1개 [양념] 고춧가루 약간,1인분,아무나,10분이내,20071120141425 
347791,오븐에 굽는 포테이토스킨,포테이토스킨,okwn7,센,8184,5,114,굽기,간식,채소류,디저트,감자는 어떤걸 해먹어도 맛있지만 간혹 좀 느끼하고 리치한 맛을 원할때가 있죠. 패밀리레스토랑 같은곳에나 가야 맛볼수 있는 포테이토스킨을 집에서도 쉽고 간단하게 만들어 먹을수 있어요. 기름에 튀기지 않고 오븐에 굽기 때문에 덜 느끼하고 담백하게 즐길수 있답니다.,[재료] 감자 4개| 올리브유 약간| 베이컨 4장| 모짜렐라치즈 200그램| 파슬리 약간 [양념] 소금 약간,2인분,초급,30분이내,20071121232920 
6895268,야끼만두,야끼만두,96may0504,따봉이kitchen,13370,0,160,튀김,간식,밀가루,면/만두,오늘은 정말 최고로 간단하고 최소한의 재료로 만드는 야끼만두를 만들어보려고 합니당~~~!!! 단 3가지 재료만 있으면 분식집 보다 더더더 맛있는 야끼만두를 만드실수가있는데용♡♡♡ 이게 과연 맛있을까??? 라는 생각은 접어두세용~~~!!! 한번 맛보면 계속 끊임없이 들어가는 마약같은 맛이랍니당♡♡♡ 만드는법도 너무 간단해서 누구나 만드실수있으니 다함께 만들어보세용~~~!!!♡♡♡,[재료] 만두피 10장| 불린 당면 200g [양념] 소금과 후추 취향껏,3인분,아무나,30분이내,20180904212340 
6870442,돼지고기김치찌개,돼지고기김치찌개,jh2y3,팬이맘,82719,131,1561,끓이기,일상,돼지고기,찌개, 구수한 돼지고기김치찌개 간단하고 맛있게 끓여봤어요. 반찬이 없을 땐 그저 김치찌개가 최고지요. 돼지고기 퐁당퐁당 빠트린다면  음 ~ 그 맛은 상상 그대로의 맛이 나온다는 것을요. ,[재료] 김치| 돼지고기| 들기름 2큰술| 설탕 2/3큰술,6인분이상,아무나,30분이내,20170528232159 
6965909,푸딩,푸딩,gdubu33,만개의레시피,9421,0,497,기타,간식,달걀/유제품,디저트,달콤한 푸딩이 먹고 싶으세요?  전자레인지만 있으면 맛있는 푸딩을 만들 수 있어요!  직접 만드는 달콤한 푸딩 한 번 도전해보세요!,[푸딩재료] 우유 2종이컵| 설탕 2숟가락| 달걀 2개 [시럽] 물 1숟가락| 설탕 2숟가락,2인분,아무나,15분이내,20210928122811 
387169,미니 고구마,미니고구마,okwn7,센,3283,2,15,찜,간식,채소류,디저트,맛난 고구마로 뭘 해먹을까 궁리 하다가 많이들 해드시는 미니 고구마를 해봤어요~,[재료] 고구마 중간것 5개| 생크림 6~7큰술| 적고구마가루 5큰술| 블럭모짜렐라치즈 100그램 [양념] 설탕 2큰술,4인분,초급,60분이내,20071226163806 
387790,버섯포카치아♥,버섯포카치아,skfo0701,박꽃나래,2857,1,10,굽기,간식,밀가루,빵,이탈리아 레스토랑에 가시면 꼭 나오는 빵!! 포카치아♥ 제가 너무 좋아하는 빵이랍니다~ 오늘은 몸에 좋은 버섯은 듬뿍 올려서 담백하게 구워보았어요~ 여기에 치즈도 가득 올려 함께 구워도 너무 맛있답니다~,[재료] 박력분 250g| 물 160g| 말린표고버섯 5개| 이스트 5g [양념] 설탕 1T| 소금 1T| 간장 1T| 참기름 1T | 올리브오일 약간,4인분,중급,2시간이상,20071227113016 
2011818,리코타치즈,리코타치즈,onlybinliebe,분홍돌고래,16635,9,302,끓이기,일상,달걀/유제품,양념/소스/잼,집에서 만드는 치즈  리코타 치즈를 만들어봅시다.,[재료] 우유 750ml [양념] 소금 2/3작은술| 식초 4큰술,2인분,초급,30분이내,20100815182600 
7011669,오이무침,오이무침,17289540,일등감의 쉬운 레시피,1607,0,30,무침,일상,채소류,밑반찬,누구나 5분이면 완성하는 초간단 오이무침을 소개해 드립니다. 오이무침은 소금에 오이를 잠시 절여 물기를 짜서 양념이 더 잘 입혀지고 오래 보관할 수 있도록 만드는 게 일반적인데요. 오늘 소개해 드릴 생오이 무침 레시피는 소금에 절이지 않고 바로 양념에 들어가기 때문에 물이 생기지 않고 누구나 간단하게 만들 수 있는 간단한 레시피입니다.,[재료] 다진 마늘 1큰술| 간장 1큰술| 고춧가루 2큰술| 식초 1큰술| 참기름 1큰술| 설탕 1큰술,2인분,아무나,5분이내,20231016125026 
506469,유기농 초코칩 케이크,초코칩케이크,okwn7,센,2319,3,10,굽기,간식,밀가루,빵,초콜렛을 뿌린 초코칩 케이크. 초코칩이 송송 케이크가 아주 부드럽고 고소하고 맛있어요. 초코칩도 잔뜩 들어가고 거기에 초콜렛 코팅까지 했으니 달콤함은 뭐 따로 설명 안해도 상상이 가시죠?,[재료] 루프 유기농 초코칩 파운드 믹스 1팩| 계란 3개| 카놀라유 100ml| 버터 150g,6인분이상,초급,60분이내,20080129021537 
6952064,들깨무국,들깨무국,79314350,쏭쏭박,4231,0,61,끓이기,일상,채소류,국/탕,아침마다 국하기는 힘들고~^^ 추운 날씨에  25분만에 소화잘되고  감기에도 좋은 부드러운 무국을 자주자주 끓여 먹으세요~~,[재료] 무 250g| 물 6종이컵 [양념] 들기름 1스푼| 들깨가루 2~3스푼| 간장 1스푼| 소금 1t스푼,4인분,초급,30분이내,20210126144404 
522434,시래기들깨탕,시래기들깨탕,wine59,마이드림,17366,12,352,끓이기,영양식,채소류,국/탕,구수한 시골의 맛  사골 시래기 들깨탕,[재료] 사골국물 13컵| 시래기 350g| 송송 썬 대파 3스푼 [양념] 된장 4스푼| 들기름 1스푼| 다진 마늘 1스푼| 들깨가루 5스푼| 소금 약간| 후춧가루 약간,2인분,초급,30분이내,20080209074623 
4372082,갈치조림,갈치조림,dollshouse,돌하우스,53447,9,1500,조림,일상,해물류,메인반찬,달큰한 무와 함께 칼칼하게 조려먹는 갈치조림 만드는 법 소개합니다.,[재료] 갈치 (대) 1마리| 대파 1/2개| 무(소) 1/3개| 물 200ml [양념] 진간장 5스푼| 고춧가루 1스푼| 통깨 1/2스푼| 다진마늘 1/3스푼| 설탕 1/2스푼,2인분,초급,60분이내,20121203171047 
533182,코다리양념구이,코다리양념구이,ymgs1888,뽕브라,24498,28,101,굽기,일상,건어물류,메인반찬,한번 먹으면 중독되는 코다리양념구이 레시피를 소개합니다!,[재료] 코다리 1마리| 다진대파 1/4뿌리 [양념] 고춧가루 1큰술| 간장 5큰술| 다진 마늘 0.5큰술| 참기름 0.5큰술| 설탕 1큰술| 맛술 1큰술,2인분,초급,30분이내,20080215121518 
1719100,빵,빵,htman,호텔맨,1984,4,42,굽기,간식,밀가루,빵,대만식 길거리 간식 파빵입니다.,[재료] 밀가루| 대파| 물 [양념] 후추| 참기름| 소금,1인분,중급,30분이내,20100131200610 
535507,고구마 크림치즈구이,고구마크림치즈구이,wine59,마이드림,9612,6,69,굽기,간식,채소류,디저트,고구마 구이를 만들려고요. 설탕과 버터만 넣고 구워도 맛있지만 이번에는 크림치즈를 듬뿍 넣고 구워보았답니다.,[재료] 고구마 큰것 4개(870g)| 계란노른자 1개 [양념] 설탕 50g| 크림치즈 100g| 무염버터 70g,6인분이상,초급,60분이내,20080216122939 
536299,부추된장국 끓이기,부추된장국,ymgs1888,뽕브라,20069,6,138,끓이기,일상,채소류,국/탕,속풀이에도 좋고 향긋한 부추를 넣은 부추된장국! 된장은 식욕을 돋아주고 우수한 단백질 공급효과가 있지만 소금함량이 많아 나트륨이 많고 비타민 A와 C의 부족해요. 그런데 부추에 들어있는 칼륨이 나트륨을 섭취를 줄여주고 맛도 좋게 해주어 찰떡궁합을 자랑한답니다.,[재료] 부추 1/2줌| 국물용멸치 3마리| 다시마 10cm 1장| 물 4컵| 두부 1/4모| 붉은고추 1개 [양념] 된장 1큰술| 고춧가루 0.3큰술| 다진마늘 0.5큰술| 소금 약간,2인분,초급,30분이내,20080216182345 
540257,부추제육볶음,부추제육볶음,ymgs1888,뽕브라,12921,6,235,볶음,일상,돼지고기,메인반찬,스테미너에 좋은 영양 만점 부추제육볶음입니다~,[주재료] 부추 2줌| 돼지고기목살 1근 [부재료] 양파 1/2개| 붉은고추 2개 [고기양념] 맛술 2큰술| 소금 약간| 후춧가루 약간 [양념장] 고추장 4큰술| 고춧가루 0.5큰술| 간장 1큰술| 다진마늘 1큰술| 설탕 0.5큰술| 참기름 0.3큰술,3인분,초급,30분이내,20080219142828 
6857167,충무김밥,충무김밥,75155461,초이맘,6632,4,62,기타,일상,쌀,밥/죽/떡,안녕하세요. 초이맘이예요~~^^   시골 갈 때 꼭 사 먹던 충무김밥 어째 갑자기 충무김밥이 생각이 나네요. 명절 끝이라 마침 찬밥도 많이 남고해서 충무김밥을 싸 보려고 합니다. 같이 먹는 아니 꼭 같이 먹었던 오징어 어묵(오뎅) 무침과 함께(요건 나중에 소개해드릴게요) 우선 충무김밥 만드는 방법부터 알려드려야겠어요. 김밥보다 쉽고 아주아주 간단하게~  두 가지 방법으로 알려드릴게요. ,[재료] 밥 5공기| 김 8장| 참기름 3스푼| 통깨 약간| 오징어 어묵 무침 적당량,5인분,아무나,30분이내,20160919174332 
6876283,느타리버섯구이,느타리버섯구이,11888595,달콤노을,10322,0,314,굽기,일상,버섯류,밑반찬,버섯이 좋다는 건 알지만 매일 먹게 되지는 않는 것 같아요. 마트에 갔다가 애느타리버섯이 세일하길래 두 팩을 집어와 볶음과는 다른 애느타리버섯 구이를 만들었어요.팬에 오일 둘러 버섯을 굽다가 양념장만 넣어 살짝 조려내면 끝이니 쉬워도 너무 쉬운 반찬이죠. 버섯의 쫄깃한 식감은 살리고 양념장이 배여 반찬으로 맛있는 애느타리버섯 구이.,[재료] 애느타리버섯 2팩| 오일 약간| 소금 약간| 쪽파 1대 [양념장] 간장 1큰술| 맛술 1큰술| 매실액 1큰술| 설탕 1/2큰술,2인분,아무나,15분이내,20170912005643 
6916070,베이컨,베이컨,ksy9623,뽀유TV,11993,0,83,기타,기타,가공식품류,기타,불 없이 전자렌지로 베이컨 바싹하게 굽는법 소개할께요^^,[재료] 베이컨,1인분,아무나,5분이내,20190718224047 
6929514,쌈밥,쌈밥,38704968,가루씨,97629,0,429,찜,일상,채소류,밥/죽/떡,다른 거 없이 그냥 밥만 싸먹어도  살캉아삭 거기다 달큼하니 맛난 양배추찜.,[재료] 양배추 1/2개| 청주 50ml [쌈장] 된장 3T| 고추장 2T| 꿀 1T| 다진 마늘 1/2T| 부순 깨 1/2T| 참기름 1t,5인분,아무나,,20200329205100 
6572628,식혜,식혜,humayu,건즈윰,14013,7,68,끓이기,명절,쌀,차/음료/술,식혜는 살얼음이 동동동 떠다닐 만큼 차갑게 먹어주는 것이 제맛입니다. 윰은 가끔 별미로 이렇게 만들어 주기도 한답니다.,[재료] 엿기름 [양념] 설탕,6인분이상,고급,2시간이상,20150216092541 
1005519,야채피클,야채피클,yummycook,윤희정,12800,12,53,절임,일상,채소류,밑반찬,가끔씩 새콤한 피클로 입맛을 돋우어 보세요. 영양 풍부한 야채를 듬뿍먹을 수 있어요. 보글 보글 끓고 있는 라면이랑도 궁합이 잘 맞아요.,[재료] 오이 500g| 꽃소금 적당량 [양념1] 물 2컵| 꽃소금 1큰술| 설탕 1/2컵| 피클링스파이스 2작은술| [양념2]| 식초 1/2컵,6인분이상,아무나,2시간이상,20090114072247 
5816132,달래김무침,달래김무침,fruit528,과일짱,19058,6,496,무침,일상,채소류,밑반찬,밥 한공기 금세 뚝딱하게 만드는 밥도둑! 향 좋은 달래와 구운 김을 넣고 무치는 달래김무침입니다.,[재료] 달래| 김 [양념] 간장| 참기름| 통깨| 고춧가루| 물엿 약간,3인분,초급,10분이내,20140314210359 
2415585,멸치무침,멸치무침,yamyam1103,으나,34922,30,208,무침,일상,건어물류,밑반찬,멸치 손질해서 마른팬에 볶아서 양념에 무친 조리법도 엄청 간단하고 영양반찬 멸치무침이랍니다.,[재료] 멸치 100마리 [양념] 고운고춧가루 1큰술| 조청 1.5큰술| 다진마늘 1작은술| 참기름 2/3큰술| 간장 2/3큰술| 맛술 1/2큰술| 통깨 약간,6인분이상,아무나,15분이내,20101201150031 
3612629,달걀찜,달걀찜,fruit528,과일짱,28356,13,258,찜,일상,달걀/유제품,밑반찬,간단한 재료로 쉽게 만드는 부드러운 달걀찜을 소개합니다.,[재료] 달걀 3개| 우유 50ml [양념] 소금 약간,2인분,초급,15분이내,20120421220638 
578044,식감좋은 연어계란샐러드,연어계란샐러드,wine59,마이드림,4959,7,25,찜,다이어트,채소류,샐러드,연어로 계란과 함께 샐러드를 만들어보았어요. 계란을 마들렌 실리콘틀에 쪄서 훈제연어와 야채를 함께 담아내니 모양도 이쁘고 연어와 샐러드채소랑 잘 어울리네요. ,[재료] 양상추| 돈나물| 계란 5개| 훈제연어 1팩 [양념] 소금 0.3작은술| 아일랜드 드레싱 1팩,3인분,초급,30분이내,20080311210219 
4569583,코다리조림,코다리조림,dollshouse,돌하우스,32487,5,415,조림,일상,건어물류,메인반찬,쫀득한 코다리살이 일품인 코다리조림 소개해드립니다.,[재료] 코다리(중) 3마리| 대파 1/2개| 물 250ml [양념] 고추장 2스푼| 고춧가루 1스푼| 설탕 1스푼| 진간장 1스푼| 다진마늘 1/2스푼,2인분,초급,30분이내,20130213134356 
6831556,제누아즈,제누아즈,thdud97,달콤릴리,16966,33,501,굽기,간식,밀가루,빵,케익만들때 필수인 제누아즈 만들기 비법 공개합니다,[재료] 계란(중란이상) 3개| 설탕 100g| 박력분 90g| 버터 20g| 바닐라액 약간,4인분,초급,60분이내,20150810165959 
593089,모과차,모과차,wine59,마이드림,6888,4,32,끓이기,일상,과일류,차/음료/술,황사도 예방할 겸 환절기에 찾아오는 감기도 예방할 겸 기관지에 좋은 모과차를 만들어 보았어요. 모과에는 비타민C가 많구요. 탄닌산이 들어있어 청량감도 느끼게 해주는데요. 특히 기관지에 좋아 목감기를 예방하기 때문에 차로 만들어 수시로 드시면 좋답니다.,[재료] 모과 2kg [양념] 설탕 2kg,6인분이상,초급,2시간이상,20080323194838 
617567,풋마늘오징어무침,풋마늘오징어무침,yaggo,맛짱,19104,15,75,무침,일상,해물류,메인반찬,봄 철 입 맛에 도움이 되는 새콤  달콤  매콤한 풋마늘 오징어 무침을 만들어 봅니다.,[재료] 풋마늘 4줄기| 오징어 2마리 [양념] 고추장 1.5T| 고추가루 0.5T| 설탕 1/3수저| 물엿 1.5T| 식초 2T| 다진파 1T| 다진마늘 0.5T,2인분,초급,30분이내,20080329010453 
6921266,귤쥬스,귤쥬스,30810305,요리조이,4019,0,77,기타,간식,과일류,차/음료/술,신 귤을 안먹고 있다가 믹서기에 쥬스로 갈았더니 설탕을 넣지 않았는데도 새콤하게 맛있네요 남은 펄프가 아까워서 맛없게 먹다가 전으로 만들었는데 쫀득쫀득 향굿한 귤 향기가 나면서 간식으로 맛있게 먹었어요 소개합니다 ,[재료] 귤 15개| 밀가루 5T,3인분,초급,15분이내,20191027170554 
623180,제이미 올리버식 바닐라설탕 만들기,바닐라설탕,okwn7,센,4667,3,11,기타,일상,가공식품류,양념/소스/잼,집에 성능 좋은 푸드프로세서랑 설탕  바닐라빈만 있으면 언제든 쉽게 만들수 있는 바닐라설탕입니다.,[재료] 흰설탕 200그램| 바닐라빈 1개,6인분이상,아무나,5분이내,20080402134909 
627105,연유,연유,alsruddk66,밀키,47003,11,253,끓이기,일상,달걀/유제품,양념/소스/잼,만주를 만들때 필요한 연유  팥빙수나 먹을때 필요한 연유를 매번 유통기한이 지나서 몹시 아까워하면서 버렸던 기억이 나서 연유를 직접 만들기로 맘먹고 구글 검색을 하다 찾은 착한 레시피입니다.,[재료] 우유 500g [(설탕이 우유의 1/5분량)] 설탕 100g,6인분이상,아무나,60분이내,20080405103315 
6846126,김치볶음밥,김치볶음밥,cggirl1004,카푸치노,3943,5,58,볶음,일상,쌀,밥/죽/떡,한그릇요리~~ 김치볶음밥입니다,[재료] 설탕 1/3작은술| 파 1대| 참기름| 달걀 1개| 통깨 약간,1인분,아무나,30분이내,20160407232106 
633076,전복죽,전복죽,ymgs1888,뽕브라,8100,6,20,끓이기,영양식,해물류,밥/죽/떡,한그릇만 먹어도 원기회복이 된다능 구수하고 담백한 전복죽이에요. 기운 없을때나 원기회복이 필요할때 간단히 만들어보세요. 정말 한그릇만 먹어도 기운이 솟아난답니다.,[재료] 전복 3마리| 불린 쌀 3컵| 물 9컵 [양념] 참기름 2큰술| 소금 약간,4인분,초급,60분이내,20080410090913 
6869364,계란장조림,계란장조림,tlsghk9088,혀니ㅋ,5399,21,128,조림,초스피드,달걀/유제품,밑반찬,즐겨 만들면서 좋아하는 밑반찬 계란장조림 소고기넣고 만든 소고기장조림도 좋지만 간단하면서도 맛있는 계란장조림이 전 더 좋더라구요. 초초초간단으로 만드는법 알려드릴게요.,[재료] 계란 5개 | 소금| 식초| 진간장 7스푼| 설탕 1스푼,3인분,아무나,30분이내,20170506134435 
637848,노오븐마늘빵,노오븐마늘빵,ymgs1888,뽕브라,15982,15,68,굽기,간식,밀가루,빵,토스터기로 마늘빵 만드는법을 소개할건데요. 오븐이 없는 분들을 위한 레시피랍니다. 그야말로 초간단한 레시피에용. 집에 토스터기 있으신 분들 꼭 만들어보세요.,[재료] 식빵 2쪽 [양념] 버터 2큰술| 다진 마늘 0.5큰술| 파슬리가루 0.3큰술,1인분,아무나,10분이내,20080414160640 
5811645,달래콩나물밥,달래콩나물밥,oriond,맘앤쿡,18657,3,167,끓이기,일상,쌀,밥/죽/떡,입안 가득 퍼지는 달래향이 확 퍼지면서 감도는 이 맛~ 이웃님들께서도 한번 느껴보세요.,[재료] 콩나물| 달래 [양념] 간장| 깨소금| 식초| 다진야채,1인분,아무나,15분이내,20140313110824 
6871439,꽈리고추달걀장조림,꽈리고추달걀장조림,27378854,돌맹이72,3431,8,35,조림,일상,달걀/유제품,밑반찬,이 요리는 조리법이 쉬운 음식으로 혼자사는 사람들애게 추천하며 노른자에 고소함이 간장 양념  그리고 꽈리고추의 매콤함이 잘 어울린다. 반찬이 없을때 먹으면 좋고 짭쪼름하고 고소한 맛으로 어린이들도 좋아하는  음식이다.   ,[재료] 계란 50개| 간장 0.9 L| 꽈리고추 1팩(하나로 마트 기준)| 마늘 1봉지(하나로 마트 기준)| 설탕,6인분이상,아무나,2시간이상,20170618180238 
6997599,어니언스프,어니언스프,gowjd5660,ciel,1628,0,6,끓이기,초스피드,채소류,스프,이 레시피는 백종원 만능 양파볶음을 활용한 레시피로 백종원 만능 양파볶음은 @6997598 레시피를 참고하시면 됩니다!  어릴 때 오뚜기 크림스프 같은 것만 먹다가 양식조리기능사 자격증 공부를 하면서 처음 접한 어니언스프! 따뜻하면서도 포근한 느낌의 어니언스프는 감기 걸렸을 때나 추울 때 먹어도 좋고 간식으로도 좋고 손님접대할 때도 좋아요,[재료] 만능 양파 45g| 물 200ml| 소금 3g| 모짜렐라치즈 20g| 후추 1꼬집| 빵 1조각,2인분,초급,5분이내,20230223214834 
654930,신김치삼겹살말이,김치삼겹살말이,hwa202,가시장미,10774,7,96,굽기,술안주,돼지고기,메인반찬,노릇노릇하게 구워진 삼겹살속에 숨어있는 상큼한 신김치. 생각만해도 입안에 침이 가득 고이시죠? 신김치삼겹살말이입니다.,[재료] 삼겹살 500g| 깻잎 12장| 신김치(작은포기) 1포기 [양념] 허브솔트 조금| 후춧가루 약간| 머스타드소스 조금,3인분,초급,30분이내,20080429222710 
656361,남은 파스타로 만든 막과자,파스타과자,alsruddk66,밀키,8920,9,175,튀김,간식,밀가루,과자,조금씩 남아서 처치곤란하던 파스타가 우리나라 전통 과자인 매작과 같은 과자로 변신했답니다. 딱딱하고 달콤한것이 꼭 어릴때 아니 지금도 자주 사먹는 왕소라  고구마과자 같아요.,[재료] 파스타| 튀김기름,6인분이상,아무나,30분이내,20080501093607 
6850190,상추겉절이,상추겉절이,75126697,강씨집밥,17373,24,487,무침,일상,채소류,김치/젓갈/장류,어제 고기를 실컷 먹고 남아있는 풀떼기. 상추 남았다고 다시 고기 먹자니 그건 아닌 것 같아서 상추 겉절이 양념해서 휘리릭 묻혀봤어요. ,상추 모듬| 간장 3| 식초 2| 설탕 1| 참기름 1| 통깨 1| 고춧가루 3,2인분,아무나,5분이내,20160530183147 
666820,향긋한 오렌지 갈레트,오렌지갈레트,tomatosoup,강혜진,3892,0,64,굽기,간식,밀가루,빵,향긋한 오렌지 갈레트입니다.,[재료] 노른자 45g| 박력분 150g| 바닐라 오일 약간| 오렌지제스트 [양념] 버터 125g| 설탕 90g| 소금 약간,4인분,초급,60분이내,20080513223412 
668321,언제먹어도 구수한 양파감자스프,양파감자스프,wine59,마이드림,19944,4,68,끓이기,일상,채소류,스프,어제 점심에 해먹은 양파감자스프 올려드릴게요. 양파나 감자는 무슨 요리를 해도 항상 구수하니 맛있는것 같아요. 보통 스프하면 모든 재료를 갈아 거의 죽 상태로 만든건데요. 요건 건더기가 많은 스프에요. 위에 치즈를 올려 전자렌지에 돌리니 금방 잘 녹더군요. 양파를 싫어하는 아이들도 잘 먹을 것 같네요.,[재료] 양파 2개(중간크기)| 감자 1개 (큰 것)| 식빵 3장| 물 2컵| 치킨스톡(큐빅모양) 1개| 피자치즈 100그람| 식용유 2큰술 [양념] 소금 1작은술| 후춧가루 약간,3인분,초급,30분이내,20080515092807 
6888855,마늘쫑볶음,마늘쫑볶음,55225306,노루네,18374,0,123,볶음,초스피드,채소류,밑반찬,밑반찬으로 좋은 마늘쫑볶음 입니다,[재료] 마늘쫑 [양념] 간장 2스푼,4인분,아무나,15분이내,20180515082153 
671377,굴생채,굴생채,ymgs1888,뽕브라,13903,6,44,무침,일상,해물류,밑반찬,오늘은 어제 만들었던 굴생채를 가지고 왔어요. 김장김치나 그냥 겉절이가 질릴땐 새콤달콤하게 굴생채를 무쳐보세요.,[재료] 채썬 무 2줌| 굴 1줌| 양파 1/2개| 대파 1/4뿌리 [양념] 고춧가루 1.5큰술| 간장 2큰술| 식초 1큰술| 설탕 0.5큰술| 다진마늘 0.5큰술| 소금 약간| 통깨 0.5큰술,2인분,초급,30분이내,20080518225807 
6961406,카스테라,카스테라,gdubu33,만개의레시피,18989,0,311,기타,간식,달걀/유제품,디저트,전자레인지와 3가지 재료만 있다면  통실통실한 빵 완성!  전완근 운동까지 겸비한 초간단 디저트 ♥  세상의모든레시피 만개의레시피  ,[재료] 달걀 2개| 설탕 2숟가락| 밀가루중력분 2숟가락,2인분,아무나,,20210708100005 
6859769,마늘조림,마늘조림,piece017,해피쏭주부,55065,58,2201,조림,일상,채소류,밑반찬,면역력을 높이는데 으뜸으로 불리는 마늘!!!  각종 반찬  국  요리 등에 들어가지만 마늘을 메인으로 하는 요리는 보기가 쉽지 않은데요. 오늘은 마늘을 메인으로 간단 밑반찬을 만들어 보았습니다.,[재료] 마늘 2컵 [양념] 간장 2큰술| 설탕 1큰술,6인분이상,아무나,30분이내,20161103145438 
6966501,오이볶음,오이볶음,plc0410,하이디랑,1000,0,17,볶음,일상,채소류,밑반찬,향긋한 오이볶음은 입맛 없을때 먹으면 특히 더 맛있어서 잃었던 입맛이 확 살아나지요. 오이볶음 더 파릇파릇하고 오독오독하게 만드는 꿀팁 알려드릴께요.,[재료] 오이 2개| 식용유 1큰술| 참기름 1큰술 [양념] 소금 1꼬집,2인분,초급,10분이내,20211007103103 
6828841,달걀말이,달걀말이,hskim4127,저녁노을,3291,2,47,부침,일상,달걀/유제품,밑반찬,달걀을 이용한 여러가지 요리법을 소개합니다~!,[재료] 달걀,1인분,초급,15분이내,20150611182738 
4803720,오이부추무침,오이부추무침,dollshouse,돌하우스,70787,27,2340,무침,일상,채소류,밑반찬,오늘은 진짜 초간단한 밑반찬 올려볼께요... 아삭한 식감이 좋은 오이 부추 무침인데요... 이것보다 더 간단한 반찬이 있을까도 싶네요... 오이의 아삭함과 부추의 향이 잘 어우러진 밑반찬이라지요... 조리도 간단한데다가... 새콤하게 무친 무침이라 입맛을 돋구어 주기도 한답니다... ,[재료] 부추 1줌| 오이 1/2개 [양념] 다진마늘 1/4스푼| 고춧가루 1/2스푼| 설탕 1/2스푼| 식초 1/2스푼| 통깨 약간| 소금 1/4스푼,2인분,초급,30분이내,20130429142007 
829806,흑미식빵,흑미식빵,hwa202,가시장미,1308,1,5,굽기,간식,밀가루,빵,믹스로 만드는 구수한 흑미식빵입니다. 건강한 빵을 집에서 쉽게 만드세요.,[재료] 흑미식빵믹스 1봉지| 이스트| 계란 1개| 우유 280ml,6인분이상,초급,2시간이상,20080930201358 
